日付,平均気温 (℃),最高気温 (℃),最低気温 (℃),風速 (m/s),降水量 (mm)
2024-12-31 00:00:00,-4,-2,-6,10,3
2025-01-01 00:00:00,-3,-1,-5,8,3
2025-01-02 00:00:00,-4,-2,-6,10,0
2025-01-03 00:00:00,-6,-3,-7,10,2
2025-01-04 00:00:00,-5,-3,-7,9,0
2025-01-05 00:00:00,-4,-2,-6,9,0
2025-01-06 00:00:00,0,2,-3,10,10
2025-01-07 00:00:00,0,1,-2,16,2
2025-01-08 00:00:00,-3,-2,-4,15,1
2025-01-09 00:00:00,-4,-2,-5,8,0
2025-01-10 00:00:00,-2,0,-5,9,0
2025-01-11 00:00:00,-2,-1,-4,7,0
2025-01-12 00:00:00,-2,0,-5,7,0
2025-01-13 00:00:00,-2,1,-4,6,1
2025-01-14 00:00:00,-1,2,-3,7,0
2025-01-15 00:00:00,-5,-3,-7,9,0
2025-01-16 00:00:00,-6,-4,-8,8,0
2025-01-17 00:00:00,-5,-4,-7,15,4
2025-01-18 00:00:00,-5,-2,-6,9,0
2025-01-19 00:00:00,-2,2,-8,13,6
2025-01-20 00:00:00,2,4,0,11,0
2025-01-21 00:00:00,-2,0,-4,6,0
2025-01-22 00:00:00,-1,4,-4,9,0
2025-01-23 00:00:00,1,3,-2,6,0
2025-01-24 00:00:00,0,1,-1,6,3
2025-01-25 00:00:00,1,3,-1,6,0
2025-01-26 00:00:00,-1,2,-2,7,0
2025-01-27 00:00:00,-1,2,-4,9,0
2025-01-28 00:00:00,-1,1,-4,6,0
2025-01-29 00:00:00,-1,1,-3,13,3
2025-01-30 00:00:00,-1,1,-2,22,10
2025-01-31 00:00:00,-1,0,-2,20,17
2025-02-01 00:00:00,-2,0,-4,10,14
2025-02-02 00:00:00,-3,-1,-5,6,2
2025-02-03 00:00:00,-3,-1,-7,6,2
2025-02-04 00:00:00,0,3,-2,18,6
2025-02-05 00:00:00,-1,0,-3,16,7
2025-02-06 00:00:00,-1,0,-3,12,2
2025-02-07 00:00:00,-3,-1,-5,7,0
2025-02-08 00:00:00,-3,2,-7,12,1
2025-02-09 00:00:00,-2,-1,-3,22,7
2025-02-10 00:00:00,-3,-1,-4,14,2
2025-02-11 00:00:00,-3,-1,-5,14,4
2025-02-12 00:00:00,0,3,-4,9,5
2025-02-13 00:00:00,-2,1,-4,21,8
2025-02-14 00:00:00,-2,0,-4,16,2
2025-02-15 00:00:00,-1,2,-4,16,0
2025-02-16 00:00:00,0,4,-4,7,0
2025-02-17 00:00:00,0,2,-2,9,1
2025-02-18 00:00:00,-4,-2,-4,13,5
2025-02-19 00:00:00,-3,-1,-4,13,4
2025-02-20 00:00:00,-3,0,-7,8,2
2025-02-21 00:00:00,-3,-2,-5,9,7
2025-02-22 00:00:00,-4,-1,-7,7,2
2025-02-23 00:00:00,-3,-1,-4,8,4
2025-02-24 00:00:00,-2,1,-6,6,0
2025-02-25 00:00:00,2,4,-2,10,0
2025-02-26 00:00:00,1,3,-2,15,1
2025-02-27 00:00:00,-1,1,-3,12,0
2025-02-28 00:00:00,4,9,-1,13,0
2025-03-01 00:00:00,4,6,1,12,0
2025-03-02 00:00:00,-1,1,-3,18,1
2025-03-03 00:00:00,-5,-4,-6,20,2
2025-03-04 00:00:00,-4,-2,-6,13,0
2025-03-05 00:00:00,-2,0,-6,10,4
2025-03-06 00:00:00,-1,0,-3,11,9
2025-03-07 00:00:00,-2,0,-3,19,6
2025-03-08 00:00:00,-2,1,-5,7,2
2025-03-09 00:00:00,0,4,-3,8,4
2025-03-10 00:00:00,2,6,-2,8,0
2025-03-11 00:00:00,4,8,0,13,0
2025-03-12 00:00:00,6,10,1,11,0
2025-03-13 00:00:00,6,8,2,16,1
2025-03-14 00:00:00,2,3,0,23,6
2025-03-15 00:00:00,0,1,-2,20,0
2025-03-16 00:00:00,-2,0,-3,11,0
2025-03-17 00:00:00,-2,-1,-3,16,0
2025-03-18 00:00:00,-2,1,-3,16,0
2025-03-19 00:00:00,-1,2,-4,10,0
2025-03-20 00:00:00,1,4,-1,12,0
2025-03-21 00:00:00,3,6,-1,13,0
2025-03-22 00:00:00,6,8,3,17,7
2025-03-23 00:00:00,2,3,2,17,0
2025-03-24 00:00:00,4,8,0,17,1
2025-03-25 00:00:00,6,8,5,11,8
2025-03-26 00:00:00,4,6,2,20,13
2025-03-27 00:00:00,2,4,0,17,2
2025-03-28 00:00:00,4,4,2,10,2
2025-03-29 00:00:00,3,5,0,16,0
2025-03-30 00:00:00,1,3,-1,15,4
2025-03-31 00:00:00,0,2,-3,9,0
2025-04-01 00:00:00,3,6,-1,20,0
2025-04-02 00:00:00,4,6,3,14,3
2025-04-03 00:00:00,2,4,1,8,7
2025-04-04 00:00:00,3,4,1,17,2
2025-04-05 00:00:00,6,9,2,8,0
2025-04-06 00:00:00,7,10,3,14,2
2025-04-07 00:00:00,8,13,6,10,3
2025-04-08 00:00:00,6,8,6,10,1
2025-04-09 00:00:00,8,13,4,8,0
2025-04-10 00:00:00,10,15,6,7,0
2025-04-11 00:00:00,10,14,7,7,0
2025-04-12 00:00:00,11,15,7,8,0
2025-04-13 00:00:00,11,14,8,24,0
2025-04-14 00:00:00,8,10,7,24,29
2025-04-15 00:00:00,8,10,7,9,4
2025-04-16 00:00:00,7,8,6,21,6
2025-04-17 00:00:00,9,12,6,17,0
2025-04-18 00:00:00,10,15,5,13,0
2025-04-19 00:00:00,11,14,9,20,0
2025-04-20 00:00:00,10,12,8,12,0
2025-04-21 00:00:00,10,13,7,16,0
2025-04-22 00:00:00,10,15,7,15,0
2025-04-23 00:00:00,9,12,6,11,2
2025-04-24 00:00:00,12,18,8,10,0
2025-04-25 00:00:00,10,11,7,14,6
2025-04-26 00:00:00,8,11,6,13,0
2025-04-27 00:00:00,7,9,6,13,3
2025-04-28 00:00:00,8,13,4,13,7
2025-04-29 00:00:00,6,7,5,10,23
2025-04-30 00:00:00,6,7,4,21,0
2025-05-01 00:00:00,10,16,4,15,0
2025-05-02 00:00:00,12,16,9,34,2
2025-05-03 00:00:00,12,15,10,21,16
2025-05-04 00:00:00,11,13,10,8,7
2025-05-05 00:00:00,12,16,9,11,2
2025-05-06 00:00:00,12,16,10,8,0
2025-05-07 00:00:00,11,14,8,13,0
2025-05-08 00:00:00,13,18,8,9,0
2025-05-09 00:00:00,15,19,11,10,0
2025-05-10 00:00:00,12,14,11,23,13
2025-05-11 00:00:00,12,13,9,17,1
2025-05-12 00:00:00,14,19,8,9,0
2025-05-13 00:00:00,15,20,11,8,0
2025-05-14 00:00:00,17,23,12,9,0
2025-05-15 00:00:00,18,22,15,20,0
2025-05-16 00:00:00,18,23,14,14,4
2025-05-17 00:00:00,18,21,15,20,0
2025-05-18 00:00:00,16,20,12,14,1
2025-05-19 00:00:00,15,19,11,11,4
2025-05-20 00:00:00,13,16,12,14,12
